name,platform,release_date,summary,metascore,userscore
Chicken Run,PlayStation,"November 13, 2000","Behind the barbed wire fence of Tweedy Farm, Ginger is a chicken with a mission. Fearing for the lives of her friends, she is determined to escape to freedom before it is too late. To do this she enlists the help of Rocky, the smooth talking, flying Rooster...or is he?

Guide a rescue attempt to get all of the chickens to safety before they end up as pies. To do this you will have to sneak around the farm collecting objects necessary for the escape. Be careful not to disturb the dogs and avoid being caught by Mr. and Mrs. Tweedy at all costs in this humorous, 3D action game. ",75,7.1
ChoroQ,PlayStation 2,"November 17, 2004","Experience a car racing game unlike any other. Combines the elements of a deep role playing adventure and intense racing action that will ensure hours upon hours of gameplay. Race on tricky, whacky and extreme courses that only Choro Q could present. From earthquake country to zero-gravity space, from haunted castles, mid-air highways and even underwater, there are over 160 adventurous races. Participate in over more than 100 events to earn 200 kinds of vehicles. Fully customizable vehicle bodies with tons of interchangeable parts and colors! Race head-to-head against a friend or compete in over 30 mini-games. [Atlus]",48,8.1
Chrono Cross,PlayStation,"August 15, 2000","Featuring a storyline developed by the creator of Chrono Trigger and Xenogears, Chrono Cross has been christened the ""Best RPG Creation"" by its development team. With multiple scenarios cast along a single story thread, and many different endings, each replay can result in an entirely new adventure. In addition, a brand new battle system makes combat smooth and innovative by introducing an element field system and combo system that gives the player unparalleled flexibility in their fighting options. The elimination of random battles also quickens the pace of the game, and places the choice of where to battle in the player's hands. With character designs by a famed Japanese illustrator and music by the original Chrono Trigger composer, Chrono Cross features visuals and sounds that bring its magic to life.",94,8.8
Chulip,PlayStation 2,"February 14, 2007","You and your father have just moved into a rural town famous for an ancient legend. It's been said that whoever kisses underneath the old tree on the hill will be destined to live happily ever after. With your eyes set on a girl living in a nearby pipe...you set out on your quest. Filled with a new determination, you've sworn to yourself that you'll do whatever it takes to kiss this charming little girl underneath the ancient tree and spend the rest of your life with her. To do this, you need to improve your reputation. Many in town are tired of their repetitive lives...they are always worried about something and have lost all of their hopes and dreams. It is up to you...to bring back life to this town and to move their hearts! You will have to solve a variety of puzzles to help characters open their hearts, moving every closer to your destiny. [Natsume]",57,8.4
City Crisis,PlayStation 2,"July 17, 2001","Take 2's search-and-rescue game, reminiscent of the classic Choplifter, thrusts you into the role of a helicopter pilot who must save the lives of helpless citizens from raging infernos and assist the police in apprehending dangerous fugitives on the run.",63,6.2
Clock Tower 3,PlayStation 2,"March 18, 2003","Behind every shadow lie your darkest fears... Alyssa Hamilton is an ordinary girl with ordinary dreams who is about to discover a side of herself that she never knew she possessed. Only she has the power to destroy the evil that threatens to plunge the world into darkness. Her destiny is to end the brutal crusade of the Evil Servants, foul spirits who thrive on the trapped life force of their murdered victim's souls. To save herself and these tortured innocents, Alyssa must unlock the mysteries surrounding the death of each soul. However, the legions of the dark world won't succumb easily. Alyssa must summon the sacred weapons necessary to banish these demonic creatures to the nightmare realms that spawned them before the clock tower strikes midnight. [Capcom]",69,7.4
Clock Tower II: The Struggle Within,PlayStation,"October 31, 1999","Clock Tower II: The Struggle Within features all the suspense and terror that kept you on the edge of your seat in the original, but this time with a twist. Alyssa Hale must learn to control her split personalities as she attempts to solve this horrifying mystery. Having been burned alive, she has arisen and is out for revenge. Armed only with multiple personalities, she is thirsty for blood.",49,5.9
Cocoto Fishing Master,PlayStation 2,"December 4, 2007","The magic whirlpool is overflowing with lava! If it continues, all of the Abysses, as well as all the other worlds will be engulfed by lava! Fairy herself doesn't understand what's going on! Only the 5 millennial fish know the secrets of the whirlpool. Cocoto must travel the world and fish in order to find them and save the world. Welcome to Cocoto's new adventures. With Fishing Master, fishing has never been so much fun! Climb into your boat, grab your fishing rod, choose your bait, then off you go, big game fishing in the 5 fantasy lakes that are filled with surprises. [Conspiracy Entertainment]",tbd,tbd
Code Lyoko: Quest for Infinity,PlayStation 2,"July 21, 2008","The Final Quest has just begun...Discover and experience a new story linked to the events from the 4th season X.A.N.A has succeeded in fully annihilating Lyoko, but with the genius creativity of Jeremy and Aelita, our heroes manage to reprogram Sector 5. The only way to track down X.A.N.A is to explore the digital sea. For this, Jeremy creates new costumes, weapons and vehicles that help them navigate into the digital sea. By destroying the Replica worlds, the young heroes will deliver Lyoko and save William from X.A.N.A. Play and interact with all the Code Lyoko Heroes – each with unique skills. Powers and upgrades. 6 environments to explore including the Digital Sea and the exclusive Volcano Territory! Lots of cool collectibles and secret areas to discover. Fight monsters, new enemies and 5 bosses exclusively designed for this game. [The Game Factory]",tbd,7.5
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PlayStation 2,"October 11, 2005","Play as your favorite Kids Next Door operative on 14 diverse levels, each with a different style, in this action-packed game. Engage in intense battles with Stickybeard, Knightbrace, The Toiletnator and other notorious and nasty villains from the show. [Global Star Software]",49,7.9
