name,platform,release_date,summary,metascore,userscore
Art Coloring 4,PC,"January 15, 2023","Art Coloring returns with another collection of beautiful masterpieces! With more to offer than ever, Art Coloring 4 gives you everything you need to bring some of the world's most incredible art to life! 

Just select a color, find the corresponding number, and create a work of art. Best of all, there are no expensive supplies or messy cleanup to worry about!",tbd,tbd
Art Style: ORBIENT,Wii,"September 29, 2008","[WiiWare]  Explore the universe like never before in Art Style: ORBIENT. Take control of gravity and anti-gravity and carefully maneuver your small star through 50 stages set in multiple galaxies. Collide with other stars to absorb them and make your own star expand in size, or capture the stars in your orbit and have them become your satellites. Space isn't empty, though, and you'll have to avoid bumping into obstacles or getting pulled into a black hole. If you feel like relaxing while still being challenged, this is the game for you. Its combination of simple controls, atmospheric sound and unique environment make for an experience unlike any other. [Nintendo]",82,8.2
Artificial Superintelligence,iOS,"May 12, 2017",,63,tbd
As Aventuras do Cueca Listrada,PC,"May 20, 2020","The story of the game was inspired by the imagination we have during childhood, where small challenges become great achievements, using a character based on a real-life child. 

Grab fruits and candies to save time, watch out for enemies and go through maps.",tbd,tbd
Ascendant Hearts,Switch,"January 30, 2020","Hayato lived an ordinary life until he wakes up one day with amnesia… and finds himself in a world closer to the video games he plays than the world he remembers. Fetch quests? Skill points? Respawning after death? It’s all a bit much to accept. A mage named Shiori offers to help him find his way, and with her help, he learns how to fight monsters, perform fetch quests, and put items in a strange metaphysical space called an “inventory.”",tbd,tbd
Ashina: The Red Witch: Prologue,PC,"July 17, 2020","The story is about Ash. An ordinary girl who takes a journey through a mysterious spirit world filled with strange creatures. Ash must find her way back home...before something else finds her.
",tbd,tbd
Assassin's Creed IV: Black Flag - Multiplayer Characters Pack 2 Guild of Rogues,Xbox One,"February 11, 2014","The chaos ensues as three new fearless adventurers ready themselves for the challenge. Test your skill and wisdom against: The Powder Monkey, the mischievous, talkative spy The Shaman, the crafty houngan asogwe (high priest) The Mermaid, a Templar navigational expert who gave her heart to the sea. This pack also comes with new customization options, and new moves.",tbd,tbd
Assassin's Creed Syndicate: Jack the Ripper,PlayStation 4,"December 15, 2015","20 years after the events of Assassin’s Creed Syndicate, 'JACK THE RIPPER' has embarked on a brutal reign of terror that shocks London to its core and threatens the very existence of the Brotherhood of Assassins.",72,7.1
Assassin's Creed Valhalla: The Last Chapter,PlayStation 5,"November 29, 2022",The Last Chapter is a free update for Assassin's Creed: Valhalla and is the final part of Eivor Varinsdottir's story.,tbd,tbd
Assassin's Creed: Brotherhood,PC,"March 22, 2011","The critically acclaimed single-player experience of Assassin's Creed is back and better than ever as Ezio returns in an epic struggle against the powerful Templar Order. Now a legendary Master Assassin, he must journey into Italy's greatest city, Rome, center of power, greed and corruption to strike at the heart of the enemy. Defeating the corrupt tyrants entrenched there will require not only strength, but leadership, as Ezio commands an entire Brotherhood that will rally to his side. Only by working together can the Assassins defeat their mortal enemies.",88,8.0
Asteroids Extreme,PC,"December 23, 2021","Head off into the asteroid field to seek your fortune! The asteroid field is full of quantum crystals for those foolish enough to brave the dangers of space. Risk and reward is the name of the game when it comes to crystal mining.

Tensions rise as the asteroid field becomes more dense and alien rivals begin to take notice of your unwelcome presence. Miners must work quickly to avoid attracting the attention of the more fearsome deep space inhabitants. 

Asteroids Extreme is a fast-paced, top-down, arcade-style asteroid mining adventure. Players blast asteroids and various enemies, collecting crystals along the way to upgrade their ship.",tbd,tbd
Astroloco: Worst Contact,PC,"March 25, 2013","In the far future, humans explore and colonise space using ridiculously deadly, moon-sized trains - 'Astro Locomotives'. They're operated by enormous, competing railroad companies and train vs. train combat is (expensively) common.

Take control of a mistreated mechanic and a swashbuckling pilot as you try to save Gilbert Station from destruction at the hands of an alien death fleet!",tbd,tbd
AteloPhobia:The Story Begins,PC,"June 3, 2022","AteloPhobia is a game with elements of Point&Click, RPG and horror.

Something is hiding in the basement of the house... And it's definitely not rats. As you descend, you begin your terrifying and deadly adventure.

Will you make it out of the basement alive?",tbd,tbd
Atrius Star,PC,"February 10, 2021","Bullet hell roguelite with challenging AI, fun weapons, monster infighting, and speed running.
",tbd,tbd
Aussie Sports VR 2016,PC,"March 5, 2019","Aussie Sports VR 2016 invites you into Australia's sporting community to meet the players, see the fans, feel the passion and be a spectator at major events of 2016. Explore Australia's favourite sports and play mini games: AFL, Basketball, Cricket, Football and Rugby.

Sport is a universal language and plays a unique role in shaping and showcasing Australia's identity, values and culture. Australia has a remarkable international sporting pedigree and is internationally recognised as a consistent, high-performing sporting nation. Australia is also a leader in developing grassroots sport and elite pathways that include women, girls and people with disability.",tbd,tbd
Autumn's Journey,PlayStation 4,"December 8, 2020","The world of Ishtera is populated by two races: dragonkind, who have lived there for eons, and the heavenkind, who have recently appeared. Auralee, an aspiring knight from the farming town of Berri, stumbles upon something unexpected during one of her patrols. After a rather inelegant introduction, Kerr states he's really an Earth Dragon. Whether he likes it or not, Auralee is now involved in his mission to regain his dragon form. Along with some help by a fellow dragonkind named Ilmari, their journey begins...",tbd,tbd
Ava's Quest HD,iOS,"February 20, 2014",,tbd,tbd
Awesome Machine,PC,"July 7, 2017","Engineer your way through awesome levels. Use technology, trampolines and many other tools. Discover what it takes to be a scientist and build the Awesome Machine.",tbd,tbd
Axiom Verge,Switch,"October 5, 2017","Life. Afterlife. Real. Virtual. Dream. Nightmare. It's a thin line.

This is the action-adventure you've been waiting decades for. After a lab accident, a scientist awakens in a mysterious, alien world. Is this a distant planet? The far future? Or a complex virtual-reality computer simulation?

Plumb the recesses of a large, labyrinthine world in order to learn its secrets and uncover your role within it.

Discover tons of weapons, items, and abilities, each with their own unique behaviors and usage. You'll need your wits to find them all.

Combat bizarre biomechanoid constructs, the deadly fallout of an ancient war, and the demons of your own psyche.

And finally, break the game itself by using glitches to corrupt foes and solve puzzles in the environment.

Life. Afterlife. Real. Virtual. Dream. Nightmare. It's a thin line.

It's Axiom Verge.",87,8.2
