name,platform,release_date,summary,metascore,userscore
Ace Combat 5: The Unsung War,PlayStation 2,"October 25, 2004","(Also known as ""Ace Combat 5: Squadron Leader"")  With more than 50 different licensed planes and an intense storyline extending over 30 missions, players will be put to the ultimate test, including air-to-air combat, air-to-ground fighting, air-to-sea assaults, rescue, recon and much more. Incorporating ultra-realistic beautifully rendered in-game graphics and cinematics along with unparalleled game play; ACE COMBAT 5 goes a step beyond the traditional air combat gaming experience. One of the exciting new features to the sequel includes Wingman Command, where players can issue directives to their wingmen mid-mission to carry out coordinated group attacks. Additionally, the in-game radio communications with the squadron and enemies adds to the realism and intensity of the dynamic battle sequences. In the game's premise, it is September 23, 2010 on distant Sand Island, a small island in the Ceres Ocean that divides the two superpowers, Osea and Yuktobania. An entire military base is on red alert--the 108th Tactical Fighter Squadron intercepted an unidentified aircraft and the entire squadron was decimated. You are a fighter pilot, part of the new squadron that's been called into action to protect your nation of Osea. Now, the story begins to unfold. [Namco]",84,8.9
Ace Combat Infinity,PlayStation 3,"May 27, 2014","The infinite blue of the open skies awaits not only veteran but also budding flying aces in Ace Combat Infinity, the first free-to-play game in the hit franchise from Namco Bandai Games. Evolving the legendary series with a brand new story and innovative multiplayer, the game turns the sky into an endless blue battleground, bursting with aerial drama and destruction. Ace Combat Infinity will let every player become a deadly flying ace, as they embark on a series of high velocity missions.",54,5.7
Ace Combat Zero: The Belkan War,PlayStation 2,"April 25, 2006","Ace Combat Zero: The Belkan War thrusts players back in time, 15 years before the events of ""Ace Combat 5,"" and reveals the events that led up to the last chapter of the franchise. Players will take on the role of a mercenary hired to fly for Ustio, a small country bordering Belka, and face off against rival pilots throughout the game. Ace Combat Zero: The Belkan War introduces rival pilots to the series' traditional dogfighting action. Players will encounter highly skilled enemy pilots that they will engage throughout the course of the story. Adding even more tension to the game's dramatic air battles, these rival pilots utilize advanced battle tactics to attack the player while directing their own squadron. [Namco]",75,8.6
Ace Combat: Assault Horizon,PlayStation 3,"October 11, 2011",Climb back into the cockpit with another installment of the Ace Combat series. ,77,6.8
Action Bass,PlayStation,"July 14, 2000","Do you have what it takes to get the biggest bass in the pond on your hook? Do you know the right lures to use in ever changing water conditions? Can you battle the bass and lure im in? Or will he break the line and be the one that got away???? If you think your up to the callenge,
THEN GET READY FOR ACTION BASS!",51,tbd
Action Henk,PlayStation 3,"March 8, 2016","Action Henk is a lightning fast platform-racing game set in a beautifully crafted 3D toy box world, where a cast of classic action figure inspired characters compete to once and for all prove that Action Henk is the fastest of them all!

The game challenges players to shave milliseconds off their times by running, jumping and butt-sliding with 5 playable characters across over 70 challenging levels in a game which revels in almost sonic speeds.",tbd,tbd
Activision Anthology,PlayStation 2,"November 19, 2002","A classic gaming compilation that delivers over 40 Activision games for the Atari 2600 from Barnstorming to River Raid, plus never-before-released titles! For the total retro gaming experience, you can choose from ""Classic"" mode or ""3D Enhanced"" options which offer a challenging twist to these timeless classics. You are also able to go online and download new games and demos, as well as historical info about Activision, the games and their creators. An 80's hit soundtrack featuring favorite artists from the decade brings the nostalgia full circle.",75,7.3
Adam's Venture Chronicles,PlayStation 3,"February 4, 2014",Join Adam Venture in this vast journey set in the roaring 1920’s. Together with Evelyn they are on a quest to find ancient artifacts in this non-violent adventure game. Solve ingenious puzzles and embark on platform challenges to outsmart the evil Clairvoix Corporation. ,49,5.9
Adidas miCoach,PlayStation 3,"July 24, 2012",miCoach is an interactive training system for the Kinect on Xbox 360 and PlayStation Move.,tbd,4.8
Adventure Pinball: Forgotten Island,PlayStation 2,"November 14, 2001",,tbd,tbd
Adventure Time: Explore the Dungeon Because I DON'T KNOW!,PlayStation 3,"November 19, 2013",Adventure Time: Explore the Dungeon Because I DON'T KNOW has you save the Candy Kingdom by exploring the mysteries surrounding a massive Secret Royal Dungeon deep below the Land of Ooo.,40,4.0
Adventure Time: Finn and Jake Investigations,PlayStation 3,"October 20, 2015","Adventure Time: Finn and Jake Investigations is an all-new, real-time, fully 3D action-oriented twist on the classic story-driven graphic adventure game.  Finn and Jake decide to carry on the profession of Finn's foster parents, who were Professional Investigators.  Confronted with mysterious Land of Ooo disappearances and strange events, players will interrogate colorful inhabitants, dispatch evil doers in fast-paced combat, solve mind-bending puzzles, explore new and familiar locations, and genuinely feel as if they have stepped into their own personal episode of Adventure Time.",tbd,7.5
Adventure Time: The Secret of the Nameless Kingdom,PlayStation 3,"November 18, 2014","Oh My Glob!

Someone has kidnapped all of princesses of the Nameless Kingdom! Naturally Princess Bubblegum sends Finn and his best bud Jake on a heroic adventure to rescue and choose the princess who commands the Nameless inhabitants in the Land of Ooo. After all, every kingdom needs a princess who rules.

Features
-Play as Finn in a brand new, top-down action adventure game!
-Vanquish new and familiar foes as you battle your way through unique temples!
-Solve puzzles and overcome challenges in each of the temples to rescue the princesses of the Nameless kingdom!
-Help out new and fan-favorite Adventure Time characters with their mini quests!
-Upgrade your weapons and acquire new abilities while avoiding curses throughout the Land of Ooo!
-Help out fan-favorite characters with their mini adventures including Ice King, Marceline, Lumpy Space Princess, Tree Trunks, Magic Man and many more!",tbd,tbd
Aegis of Earth: Protonovus Assault,PlayStation 3,"March 15, 2016","A frenetic new spin on action strategy gaming. Dig in, plan out and build up your defenses as hordes of hulking monstrosities bombard your heavily fortified city in an attempt to wipe you off the Earth for good. Command the final bastion of humanity as you fight for the survival of the species using fantastic tech, cunning tactics and massive weapons. [Aksys]",tbd,tbd
Aeon Flux,PlayStation 2,"November 15, 2005","Aeon Flux is based on Peter Chung's popular futuristic MTV animated series and features a palpitating blend of stealth, speed and acrobatic combat. As beautiful as she is lethal, Aeon Flux is an agent whose abilities transcend everyday belief; she will depend upon those skills and talents to rid the city of Bregna from an evil tyranny. Paramount Pictures'/Lakeshore Entertainment's Aeon Flux is set 400 years in the future, when disease has wiped out the majority of the earth's population except for one walled, protected city-state, Bregna, ruled by a congress of scientists. The story centers on Aeon Flux (Charlize Theron), the top operative in the underground 'Monican' rebellion, led by The Handler (Frances McDormand). When Aeon is sent on a mission to kill a government leader, she uncovers a world of secrets. [Majesco]",66,5.7
